segment_name,md5,program,from_date
frequent openers,1d3cf4dd946cd0e8c72a6792affd0b1e,couponandgo,2017-09-07 00:00:00.000000
frequent openers,8ea8a7dc87652edb1c9bfd4e8cd146eb,couponandgo,2017-09-07 00:00:00.000000
aop,cd4c8654605420aaec74f4dab4dd968b,couponandgo,2017-09-07 00:00:00.000000
stranger,4b80a9c1419ea2fc7b201f49a2492b11,couponandgo,2017-09-07 00:00:00.000000
aop,c43df281d48cd073c124acaed025ace5,couponandgo,2017-09-07 00:00:00.000000
frequent openers,a80176eafad79c63b90e36aec68803cc,couponandgo,2017-09-07 00:00:00.000000
frequent openers,d2f2b3e750cd1cf5074ff4bcc3f3cf84,couponandgo,2017-09-07 00:00:00.000000
new,4d12a86a62ae1451a261fc24f2153c3f,couponandgo,2017-09-07 00:00:00.000000
halfslept,8d2ee88b789374c0ac98a7c4d9163d27,couponandgo,2017-09-07 00:00:00.000000
new,26c6abe8fdcf72e289e30b099356e3be,couponandgo,2017-09-07 00:00:00.000000
frequent openers,03eca02722ccac0018093ebf585846ff,couponandgo,2017-09-07 00:00:00.000000
aop,2d5dce3745ef6413db7a596dc0fc294d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,0ee06bef9389ee7e838559b99b0d6580,couponandgo,2017-09-07 00:00:00.000000
frequent openers,cfc52d8bbe03ccfad8542c664a12acc9,couponandgo,2017-09-07 00:00:00.000000
frequent openers,44fc001358c2bef99674b44bd7cf410e,couponandgo,2017-09-07 00:00:00.000000
frequent openers,1a77afd8dc6e95ea0aa127ae480faffd,couponandgo,2017-09-07 00:00:00.000000
new,a923eb1e27fda551c74f4ecff53a1fcc,couponandgo,2017-09-07 00:00:00.000000
frequent openers,f17042a1a43daf02685b44a8cf2085ef,couponandgo,2017-09-07 00:00:00.000000
halfslept,6dc8f040e4a4005c3543f28279c5fa23,couponandgo,2017-09-07 00:00:00.000000
clickers,cb0dc8b63993b10118553b8f69cfc166,couponandgo,2017-09-07 00:00:00.000000
frequent openers,174dd93a20e1682d3c8dd5a5675b8960,couponandgo,2017-09-07 00:00:00.000000
preactivated,99191a1d15ba947732a8368f4aaa87d8,couponandgo,2017-09-07 00:00:00.000000
clickers,b9aab69c7cd27c5514c4e73b4f25e0a0,couponandgo,2017-09-07 00:00:00.000000
clickers,6a977878d3152c32d812034426dbec82,couponandgo,2017-09-07 00:00:00.000000
stranger,64bc55b9a83262369e85dd7b7b92735b,couponandgo,2017-09-07 00:00:00.000000
frequent openers,19a2c67918afec74e024aa569356830d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,be4540a0c7bd8a642f6b0a52ec7a3dea,couponandgo,2017-09-07 00:00:00.000000
stranger,863c609c7a51b9acfc6332ec6f4a95fb,couponandgo,2017-09-07 00:00:00.000000
stranger,7463b246a6616e14519138b7752a0644,couponandgo,2017-09-07 00:00:00.000000
stranger,e3d496c86cdfc80ad65e38de7fd149f5,couponandgo,2017-09-07 00:00:00.000000
frequent openers,34508bfcebc684489f472ecc4ea2cb8c,couponandgo,2017-09-07 00:00:00.000000
clickers,42788d14a08404efe516e1ac7676734d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,fdb1a5518ddc0e1751b0d04f951fd942,couponandgo,2017-09-07 00:00:00.000000
frequent openers,b4da5f28ad1a2ce76dbe712be9a9cd11,couponandgo,2017-09-07 00:00:00.000000
clickers,ad2d3953e025a2ae809024196370be3b,couponandgo,2017-09-07 00:00:00.000000
halfslept,595df121fda4223bf1e40d3dc9eba74b,couponandgo,2017-09-07 00:00:00.000000
frequent openers,f058b1a409ebb8f33a52b194df0455bd,couponandgo,2017-09-07 00:00:00.000000
clickers,14ceee2b6a8961cdaa43fa8b63fa7e74,couponandgo,2017-09-07 00:00:00.000000
frequent openers,026e5f44e5463d761df76cbd80527cfe,couponandgo,2017-09-07 00:00:00.000000
preactivated,0943e01940651642e5509024652eb53c,couponandgo,2017-09-07 00:00:00.000000
stranger,e749bc7a5616b7c6ff3dc58b6fb2cac7,couponandgo,2017-09-07 00:00:00.000000
aop,647ab4319be8f238b3df0513f20b98ed,couponandgo,2017-09-07 00:00:00.000000
clickers,10a307a45604b6ddfd6283a093fc7493,couponandgo,2017-09-07 00:00:00.000000
frequent openers,c3f87275b78ff2327f5595e7a0fc254c,couponandgo,2017-09-07 00:00:00.000000
halfslept,922d07266a19bc3bef803f67727ddd15,couponandgo,2017-09-07 00:00:00.000000
frequent openers,e0803a7fe6401e52cb2067276d1a00ea,couponandgo,2017-09-07 00:00:00.000000
stranger,4cc2a32e944eced6a5e78c8aed36ec75,couponandgo,2017-09-07 00:00:00.000000
clickers,b7a0ad9185a94f2fa0918161a8afdf9f,couponandgo,2017-09-07 00:00:00.000000
halfslept,9a224d78e3227f516b47d7b94e7ad683,couponandgo,2017-09-07 00:00:00.000000
frequent openers,ee248ed2ac45149c838c3404fabeb527,couponandgo,2017-09-07 00:00:00.000000
clickers,6fb055c98a535c5cb04e6f3a06088317,couponandgo,2017-09-07 00:00:00.000000
halfslept,2da43c0e943f00d355838552ac51edf5,couponandgo,2017-09-07 00:00:00.000000
stranger,4438a45fbe04bcaf975ee5ef44069a82,couponandgo,2017-09-07 00:00:00.000000
frequent openers,98920b01f31c063e95a6a8a45b2ab0b0,couponandgo,2017-09-07 00:00:00.000000
frequent openers,27d0c27c5d6724a28892fd6af931adc8,couponandgo,2017-09-07 00:00:00.000000
clickers,29d8d420a30568a716592188052c012f,couponandgo,2017-09-07 00:00:00.000000
clickers,350ac973f4ffab8f9d72d42e5e817a19,couponandgo,2017-09-07 00:00:00.000000
stranger,dfc771f3fb5bcbcf0c603d68f948d35b,couponandgo,2017-09-07 00:00:00.000000
stranger,46204478e1ccfca651cf02857423b7fa,couponandgo,2017-09-07 00:00:00.000000
frequent openers,e733e45e423b7566da51d587339a1370,couponandgo,2017-09-07 00:00:00.000000
frequent openers,8844f82faf2f56f4b39c03e82d67802b,couponandgo,2017-09-07 00:00:00.000000
frequent openers,ce92449f40cd4bbe0c9a08c7e296fb09,couponandgo,2017-09-07 00:00:00.000000
halfslept,3b6275341ed29677e62ae87d53d2f059,couponandgo,2017-09-07 00:00:00.000000
frequent openers,4ea02a8088fd51fdc3bc2ade82cecd88,couponandgo,2017-09-07 00:00:00.000000
stranger,7d5c5ac8632db8ad0deafa2607be0c83,couponandgo,2017-09-07 00:00:00.000000
clickers,e9f7bc4964f43e36ced308e02d2ff0a1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,05e0ed4200949b574b52f1255235ee71,couponandgo,2017-09-07 00:00:00.000000
stranger,27ed067588173e5bbdcbcafd415c670a,couponandgo,2017-09-07 00:00:00.000000
frequent openers,25fea8c8e9975a90815460f92d7cfa5b,couponandgo,2017-09-07 00:00:00.000000
preactivated,dfbed0ef5ac67874b9ab870d566e6286,couponandgo,2017-09-07 00:00:00.000000
stranger,d7aa8a246dd25ec6e5db22a77029e681,couponandgo,2017-09-07 00:00:00.000000
frequent openers,6b51579daaf5ac3659487bcb9f9ccf2d,couponandgo,2017-09-07 00:00:00.000000
slept,009686f904640594be6409ae71cf3b8c,couponandgo,2017-09-07 00:00:00.000000
halfslept,b7487599b0d3c0b74efc633c1b3764b1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,5fca203b219f89e8eee37d78c77e1930,couponandgo,2017-09-07 00:00:00.000000
halfslept,358c9d9fc6bbc669db2036e36d1f3989,couponandgo,2017-09-07 00:00:00.000000
frequent openers,a6d4002ef607b266d297d8ad8e3fa35c,couponandgo,2017-09-07 00:00:00.000000
clickers,7e514e59a41eb21d29c49df3211a0158,couponandgo,2017-09-07 00:00:00.000000
clickers,8cca6fdda344ccb3b652a8c83500d440,couponandgo,2017-09-07 00:00:00.000000
frequent openers,f2955b7cb547970969afbe9d85579146,couponandgo,2017-09-07 00:00:00.000000
clickers,68bdbc5790c70a4b68073c864970150a,couponandgo,2017-09-07 00:00:00.000000
slept,6e37226cbb6e1a33d5a7be2f4e9daa0f,couponandgo,2017-09-07 00:00:00.000000
clickers,831b5892059026f4d174ca507a9f66b4,couponandgo,2017-09-07 00:00:00.000000
clickers,16a921ad50731e2ea036bc5fddb62a2e,couponandgo,2017-09-07 00:00:00.000000
clickers,412b76406e1c02bdd67d365895893358,couponandgo,2017-09-07 00:00:00.000000
new,bc951d67b5a69658c9b7909e63dd7d2c,couponandgo,2017-09-07 00:00:00.000000
stranger,56de503bbf62f791aa51a4fb7364c372,couponandgo,2017-09-07 00:00:00.000000
clickers,52fbd32bfc46d1e15de609ef82e53fda,couponandgo,2017-09-07 00:00:00.000000
halfslept,44414b43fdba04c2076b4ad9664f8dba,couponandgo,2017-09-07 00:00:00.000000
preactivated,56b06c426e4a4392b845906645c12524,couponandgo,2017-09-07 00:00:00.000000
frequent openers,05c880febd373e58aab3b0d25bd9c0da,couponandgo,2017-09-07 00:00:00.000000
clickers,c1855e0657d45658874c406e87afbea1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,4085d5ead00367f6daa0c8cdc55916c0,couponandgo,2017-09-07 00:00:00.000000
halfslept,f48ca07dc0c5c8fd45ec2c8ffb0640e1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,7dbe9b3f71a464c93a735fdfb0e92c73,couponandgo,2017-09-07 00:00:00.000000
frequent openers,ee50d1d4ce61947e2e6c244b96e00abf,couponandgo,2017-09-07 00:00:00.000000
halfslept,256112735b2b852e594cdd43941a0724,couponandgo,2017-09-07 00:00:00.000000
clickers,80c44dbf8e98512be27ca1ef30408005,couponandgo,2017-09-07 00:00:00.000000
frequent openers,0a54759151d0d64268b1dc4ff913b242,couponandgo,2017-09-07 00:00:00.000000
halfslept,8fd7070f86013358eb7e34922a25c427,couponandgo,2017-09-07 00:00:00.000000
stranger,9f267b4492de66afce8c429fe742d7ec,couponandgo,2017-09-07 00:00:00.000000
frequent openers,92050b168a9cb9f23c694850ec0d5136,couponandgo,2017-09-07 00:00:00.000000
stranger,ef0eaf1f51865a21fb24ce429e56c174,couponandgo,2017-09-07 00:00:00.000000
frequent openers,d852fd0d46c50869d2cd92b30422bbaa,couponandgo,2017-09-07 00:00:00.000000
aop,5073c5b28fe7fdebc726c0d2322ea08c,couponandgo,2017-09-07 00:00:00.000000
frequent openers,0bbaafa99bcca18a38c9d13184e4532b,couponandgo,2017-09-07 00:00:00.000000
clickers,4d2d11314b85dcc85bd2c52b05bdebbc,couponandgo,2017-09-07 00:00:00.000000
preactivated,adddac83de49d40f1aeebb73cf40923a,couponandgo,2017-09-07 00:00:00.000000
clickers,c3c02a50e0dd572fd0672a2fc90bb82f,couponandgo,2017-09-07 00:00:00.000000
aop,6f996c1d0d9bd5c4a66f5a2e4ace439a,couponandgo,2017-09-07 00:00:00.000000
frequent openers,d78c5ff978130b1e1d445a4bd3723b57,couponandgo,2017-09-07 00:00:00.000000
new,ae47a282b2c8b8756b9d301b63fef7fc,couponandgo,2017-09-07 00:00:00.000000
frequent openers,b00728e116ab663cab7789eb20c5b3df,couponandgo,2017-09-07 00:00:00.000000
stranger,54c5a798c8d1d69d18cfb5d7b2df8feb,couponandgo,2017-09-07 00:00:00.000000
frequent openers,17afe9f8aa72e48e117b39fab1ca7c49,couponandgo,2017-09-07 00:00:00.000000
stranger,8c65261132dd31a90f8351e1c7d7150a,couponandgo,2017-09-07 00:00:00.000000
frequent openers,0b9811c71bd4b32482fccba5e4fe7a41,couponandgo,2017-09-07 00:00:00.000000
clickers,2c9d2d72cc9c4d7369ce995c0e3ec31c,couponandgo,2017-09-07 00:00:00.000000
preactivated,f27381648a3b12773dbb0b1918228069,couponandgo,2017-09-07 00:00:00.000000
aop,87805d240a1dd766978453882aec7722,couponandgo,2017-09-07 00:00:00.000000
stranger,449bf07b3fa036cf1792b47460e176d1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,7282fbbdfcc26bb02ac35bb4e5bc9789,couponandgo,2017-09-07 00:00:00.000000
clickers,c65aed52f3a22a077d10a98ffb981e93,couponandgo,2017-09-07 00:00:00.000000
frequent openers,84785f428bae9732bde987a6da157d15,couponandgo,2017-09-07 00:00:00.000000
clickers,9628420d00e01317120356e7ab894ca2,couponandgo,2017-09-07 00:00:00.000000
frequent openers,0868f26ceb063ea035a6f539b72c7447,couponandgo,2017-09-07 00:00:00.000000
frequent openers,45e87bdc955cc1149562adada3e70602,couponandgo,2017-09-07 00:00:00.000000
frequent openers,18ac540bbcd29ac1399d33c3437de448,couponandgo,2017-09-07 00:00:00.000000
clickers,95406115dc5e521897eb062f66147301,couponandgo,2017-09-07 00:00:00.000000
halfslept,90e9c33faeba300c23188f4992b22ae2,couponandgo,2017-09-07 00:00:00.000000
clickers,386a6f2becd249901f23f4f78c030f58,couponandgo,2017-09-07 00:00:00.000000
preactivated,31fb50adbc778684e04e5c9ac0b14bef,couponandgo,2017-09-07 00:00:00.000000
clickers,5f20054d5d81d9bbf193157b8d941709,couponandgo,2017-09-07 00:00:00.000000
stranger,b4826736c50071904c6fe4383d1a7cbf,couponandgo,2017-09-07 00:00:00.000000
stranger,940ea1242dfc9ba4c83becdc1057e63c,couponandgo,2017-09-07 00:00:00.000000
frequent openers,cb67da4a8216b3fe68144f01160ffa53,couponandgo,2017-09-07 00:00:00.000000
clickers,6b6c62e332ecea8b74fb250b00880e35,couponandgo,2017-09-07 00:00:00.000000
clickers,179e78bccc9b44e7066a7c77c359887a,couponandgo,2017-09-07 00:00:00.000000
clickers,aedd0f831db96a269340d1c9ee304eb9,couponandgo,2017-09-07 00:00:00.000000
stranger,e2e4b133ce38ba93b8a0c36df3e0328b,couponandgo,2017-09-07 00:00:00.000000
frequent openers,a7a3f67c1a93f664363b83aff2a7b538,couponandgo,2017-09-07 00:00:00.000000
slept,25d42723b3f4a9c9905b22ea4b496f59,couponandgo,2017-09-07 00:00:00.000000
clickers,07eddd03536a59a52f3e998aa71a6bd6,couponandgo,2017-09-07 00:00:00.000000
stranger,500dca54889e844b86a9f86ed5be6946,couponandgo,2017-09-07 00:00:00.000000
halfslept,12da3142b13f2c32ad57ec6dd01b76c2,couponandgo,2017-09-07 00:00:00.000000
halfslept,7a665b2da276116d24a2cb124aad4e17,couponandgo,2017-09-07 00:00:00.000000
frequent openers,98cfb2a78c2ea2806216c694901018f9,couponandgo,2017-09-07 00:00:00.000000
clickers,baf1108abd6721eee5976b046034b988,couponandgo,2017-09-07 00:00:00.000000
clickers,edecc790e9d1abe6daedb19630897f88,couponandgo,2017-09-07 00:00:00.000000
keepalive,25f2f815c1792d92709b234e66bdb530,couponandgo,2017-09-07 00:00:00.000000
stranger,f736b2e018203adf3dae368cad85da1f,couponandgo,2017-09-07 00:00:00.000000
clickers,4203fc9fbc717a5102c28d79aded315c,couponandgo,2017-09-07 00:00:00.000000
new,93597e4bd48a92b4934b2ece53410748,couponandgo,2017-09-07 00:00:00.000000
clickers,e5c90f04fabb83bccdc98155b7e5c7f9,couponandgo,2017-09-07 00:00:00.000000
stranger,41b50c995f9abdf59cc7547f7c2701bf,couponandgo,2017-09-07 00:00:00.000000
clickers,7dd3b55dd64d73fa4c92e10cbf4987c2,couponandgo,2017-09-07 00:00:00.000000
halfslept,f302049b650f1610c916fdb14fe4a3fd,couponandgo,2017-09-07 00:00:00.000000
keepalive,1577c53422b608d74cf64a89bfb3d19a,couponandgo,2017-09-07 00:00:00.000000
frequent openers,b5468ecfecab038e0b30e8393aec755c,couponandgo,2017-09-07 00:00:00.000000
frequent openers,642513e6b2995883a4fde88ba9502e44,couponandgo,2017-09-07 00:00:00.000000
stranger,da0bcb9e25e4148072cbe67263e7ab80,couponandgo,2017-09-07 00:00:00.000000
preactivated,29902e237fb15e7178ee8d5a8017285d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,b11abd0d590d7805a281d3418ed37cd8,couponandgo,2017-09-07 00:00:00.000000
clickers,de71d6a563bc8a0474c594c4230028c8,couponandgo,2017-09-07 00:00:00.000000
frequent openers,8b7cfa8c3322bea6ded61892daa6cc1d,couponandgo,2017-09-07 00:00:00.000000
clickers,59ad6d8d6984542a77b8c5d4ee4adee6,couponandgo,2017-09-07 00:00:00.000000
aop,79cc6edabf67fe5c7954de8f98bd48c1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,9bd5a83d3c999fe2005d173f1b36ff9a,couponandgo,2017-09-07 00:00:00.000000
frequent openers,71ce5821775f9793aab9dd6322faa6b8,couponandgo,2017-09-07 00:00:00.000000
frequent openers,59930662efec6d684fa19a94bae5d4a5,couponandgo,2017-09-07 00:00:00.000000
stranger,68ef294a4bb09a13b46ca8d3ecccb567,couponandgo,2017-09-07 00:00:00.000000
preactivated,68129ab62a68fe53560cccab17acd585,couponandgo,2017-09-07 00:00:00.000000
frequent openers,4c808d194bd44543903e8ca32f6fd76b,couponandgo,2017-09-07 00:00:00.000000
stranger,975f11e39ae04c46d3532802b23eafa1,couponandgo,2017-09-07 00:00:00.000000
stranger,7f02a172ecf7105d8d13405d861796f4,couponandgo,2017-09-07 00:00:00.000000
frequent openers,6942f52eb409f26e1ef89d27cd6249c0,couponandgo,2017-09-07 00:00:00.000000
frequent openers,eafd824bae75ffbebf44f71d48fc72eb,couponandgo,2017-09-07 00:00:00.000000
clickers,9c11605962c666c966a9182dd36bbb7e,couponandgo,2017-09-07 00:00:00.000000
frequent openers,2b4b49ee111e641c5a472a00f38f29af,couponandgo,2017-09-07 00:00:00.000000
stranger,c9e446d97810884521875b57dde2c922,couponandgo,2017-09-07 00:00:00.000000
frequent openers,b3d993cc2a4f4ee2ced99fc6e818ead7,couponandgo,2017-09-07 00:00:00.000000
frequent openers,945ce7263a96e1b56022e4a7bd7c931f,couponandgo,2017-09-07 00:00:00.000000
reactivated,c73f2b4b9849c6de04f82b7cef4273c9,couponandgo,2017-09-07 00:00:00.000000
frequent openers,b99d2c58cae6f653aa773fa49cfe2f5e,couponandgo,2017-09-07 00:00:00.000000
frequent openers,f538e21436c416c5d8a4ff4c44ea139e,couponandgo,2017-09-07 00:00:00.000000
preactivated,384fe75a1a586cb1435f5b34f7534706,couponandgo,2017-09-07 00:00:00.000000
halfslept,bf85128bbcee02208ee3fc46f437aa0d,couponandgo,2017-09-07 00:00:00.000000
frequent openers,4c41a5792ada17f7cb98b7f7a150bdb8,couponandgo,2017-09-07 00:00:00.000000
preactivated,d73e6eb69e3740cdc52b8f6c091cb019,couponandgo,2017-09-07 00:00:00.000000
frequent openers,f92daabff4ee29aa8cd6e1c45caf7281,couponandgo,2017-09-07 00:00:00.000000
frequent openers,78585ce607c121a7b55be50f890d3435,couponandgo,2017-09-07 00:00:00.000000
halfslept,7b21111e3689a66a27fc95203bc2f02f,couponandgo,2017-09-07 00:00:00.000000
preactivated,ffeaca5a24a58fe55f471a1f893d47f1,couponandgo,2017-09-07 00:00:00.000000
clickers,623eed250f7eaef146724ea12df09ee1,couponandgo,2017-09-07 00:00:00.000000
clickers,965372b02e4d9a842e09718d78fd67a6,couponandgo,2017-09-07 00:00:00.000000
stranger,4e8df9c7a8fc41a55e92261376f89983,couponandgo,2017-09-07 00:00:00.000000
frequent openers,a53e54a30d87769f360175a76c881531,couponandgo,2017-09-07 00:00:00.000000
frequent openers,24837344258ef62c5899935ade12d418,couponandgo,2017-09-07 00:00:00.000000
stranger,4d12e001ce8d2b440144e74e2740b728,couponandgo,2017-09-07 00:00:00.000000
frequent openers,9cf1a35c26b07126e569a337e1292f5e,couponandgo,2017-09-07 00:00:00.000000
aop,678cfd9be86e17e459f8750fef984832,couponandgo,2017-09-07 00:00:00.000000
clickers,461895eff039efdc3c8863b80565b4d9,couponandgo,2017-09-07 00:00:00.000000
stranger,eed203c032e57f22ad750c13a616befb,couponandgo,2017-09-07 00:00:00.000000
new,fd9150102d4b09523e3cd0a4b2ad358a,couponandgo,2017-09-07 00:00:00.000000
stranger,2b9e0456c49e337d391dccf8cb764aa5,couponandgo,2017-09-07 00:00:00.000000
frequent openers,71949a786fb5b129bbd5005cc4449865,couponandgo,2017-09-07 00:00:00.000000
frequent openers,bc36354bbf133550b6a52d7272d818d3,couponandgo,2017-09-07 00:00:00.000000
preactivated,64971a2030f6c8d4a771d6704f7c419e,couponandgo,2017-09-07 00:00:00.000000
halfslept,0b387f3ebf8b28365f60658224f17daa,couponandgo,2017-09-07 00:00:00.000000
clickers,7cd0902624049843d98a1c71ddf77a9d,couponandgo,2017-09-07 00:00:00.000000
keepalive,40bffb5e8c8067cf7cba8ed72c538b32,couponandgo,2017-09-07 00:00:00.000000
new,1c1c21db399b36cea1ecdf306f3a95d0,couponandgo,2017-09-07 00:00:00.000000
stranger,3173b853d8eb7c2af28db0e63d9216b5,couponandgo,2017-09-07 00:00:00.000000
frequent openers,c38beed2d0ae0d59ec22b2a5dcd946ad,couponandgo,2017-09-07 00:00:00.000000
clickers,47bb8cd1ef41e16594f84c97ecc3754b,couponandgo,2017-09-07 00:00:00.000000
frequent openers,5f5b53fc0da881e4b627b9c69f244c96,couponandgo,2017-09-07 00:00:00.000000
stranger,765e59ce7c8384e3c40a5a67818dba78,couponandgo,2017-09-07 00:00:00.000000
keepalive,ca2a02c2ec0f06c424a79b5d4d5d8ecb,couponandgo,2017-09-07 00:00:00.000000
reactivated,aa1ca7b62b7a34010f8f871f1dfe57f7,couponandgo,2017-09-07 00:00:00.000000
frequent openers,e852f97d77175acb9d6232f6590e2567,couponandgo,2017-09-07 00:00:00.000000
frequent openers,93f35481ee11c913c0315be19c78a6ef,couponandgo,2017-09-07 00:00:00.000000
frequent openers,4ed3cee91a7add4ba3b18e7203b32153,couponandgo,2017-09-07 00:00:00.000000
frequent openers,227008e23e0aba2cc15a2a3be6588cc5,couponandgo,2017-09-07 00:00:00.000000
clickers,c2c9b3b3b46a6afe1617540f0dcd1e39,couponandgo,2017-09-07 00:00:00.000000
new,18d34f53453223affb5f28767347e5f1,couponandgo,2017-09-07 00:00:00.000000
frequent openers,67194217574fedc91e1d5b61254bc2a8,couponandgo,2017-09-07 00:00:00.000000
frequent openers,b8b98b018d2fc70676af1d5ac5b8590c,couponandgo,2017-09-07 00:00:00.000000
frequent openers,315dfe3e19504174dd03a1bc077842bf,couponandgo,2017-09-07 00:00:00.000000
halfslept,096032d5827a4b5570aa26ec1e7b33be,couponandgo,2017-09-07 00:00:00.000000
awaken,8b99cfd28873dcb1f5d2ce90920ee564,couponandgo,2017-09-07 00:00:00.000000
frequent openers,84569d99bb16291ef9a9b8b5df1e6734,couponandgo,2017-09-07 00:00:00.000000
frequent openers,6c3895c36e5118beda2982ffb1a5b4cc,couponandgo,2017-09-07 00:00:00.000000
halfslept,6dd8bf50ceb97a2e97084b7a004fd0e4,couponandgo,2017-09-07 00:00:00.000000
frequent openers,63790e9fb0a12a65bfcf6cb16fd5f778,couponandgo,2017-09-07 00:00:00.000000
total inactive,0355fcc07fd047d2d0aafd3e61d29250,couponandgo,2017-09-07 00:00:00.000000
frequent openers,cf352192c872275534e2c749ba0f4546,couponandgo,2017-09-07 00:00:00.000000
frequent openers,8f610f048bdce1a3e281be0ae64236da,couponandgo,2017-09-07 00:00:00.000000
clickers,542402f07d7e324faa7ea7a1ccee852b,couponandgo,2017-09-07 00:00:00.000000
frequent openers,683a40730eef4d3a94524001e61f0502,couponandgo,2017-09-07 00:00:00.000000
frequent openers,8972c57f01ba6e5bc9cb4f8e8445e84c,couponandgo,2017-09-07 00:00:00.000000
clickers,794cd2a062d2d11a34ecb7c2bfb08174,couponandgo,2017-09-07 00:00:00.000000
frequent openers,cfc4c2796f69330f24642f1bf69ce159,couponandgo,2017-09-07 00:00:00.000000
keepalive,ffb32eeff82139f778fc9907d34d848f,couponandgo,2017-09-07 00:00:00.000000
frequent openers,df8d8bf4b778e6a86620a28a57655a8b,couponandgo,2017-09-07 00:00:00.000000
clickers,18a752e9f6c1d72f39cfbb69aa3aed3a,couponandgo,2017-09-07 00:00:00.000000